"Date","Price","Open","High","Low","Change %"
"Aug 11, 2017","105.205","105.205","105.205","105.205","0.00%"
"Aug 10, 2017","105.205","105.205","105.205","105.205","-0.15%"
"Aug 09, 2017","105.360","105.460","105.460","105.360","0.10%"
"Aug 08, 2017","105.250","105.260","105.300","105.250","-0.07%"
"Aug 07, 2017","105.320","105.420","105.420","105.310","-0.04%"
"Aug 06, 2017","105.360","105.360","105.360","105.360","0.03%"
"Aug 05, 2017","105.330","105.330","105.330","105.330","0.00%"
"Aug 04, 2017","105.330","105.340","105.350","105.330","0.00%"
"Aug 03, 2017","105.330","105.350","105.440","105.290","-0.03%"
"Aug 02, 2017","105.360","105.430","105.460","105.320","0.02%"
"Aug 01, 2017","105.335","105.455","105.455","105.285","-0.06%"
"Jul 31, 2017","105.400","105.460","105.460","105.400","0.04%"
"Jul 30, 2017","105.355","105.355","105.355","105.355","0.00%"
"Jul 29, 2017","105.355","105.355","105.355","105.355","0.00%"
"Jul 28, 2017","105.355","105.455","105.455","105.345","0.01%"
"Jul 27, 2017","105.340","105.440","105.440","105.320","0.01%"
"Jul 26, 2017","105.325","105.445","105.455","105.245","0.05%"
"Jul 25, 2017","105.270","105.350","105.370","105.270","-0.04%"
"Jul 24, 2017","105.310","105.410","105.410","105.310","0.10%"
"Jul 23, 2017","105.205","105.205","105.205","105.205","0.00%"
"Jul 22, 2017","105.205","105.205","105.205","105.205","0.00%"
"Jul 21, 2017","105.205","105.395","105.395","105.195","-0.07%"
"Jul 20, 2017","105.280","105.320","105.390","105.280","0.07%"
"Jul 19, 2017","105.205","105.345","105.345","105.205","-0.04%"
"Jul 18, 2017","105.250","105.150","105.430","105.150","0.04%"
"Jul 17, 2017","105.205","105.355","105.355","105.205","-0.01%"
"Jul 16, 2017","105.220","105.220","105.220","105.220","0.00%"
"Jul 15, 2017","105.220","105.220","105.220","105.220","0.00%"
"Jul 14, 2017","105.220","105.180","105.220","105.130","0.02%"
"Jul 13, 2017","105.200","105.050","105.350","105.050","0.09%"
"Jul 12, 2017","105.110","105.210","105.260","105.110","-0.08%"
"Jul 11, 2017","105.190","105.340","105.340","105.140","0.03%"
"Jul 10, 2017","105.160","105.360","105.460","105.160","-0.65%"
"Jul 09, 2017","105.850","105.850","105.850","105.850","0.00%"
"Jul 08, 2017","105.850","105.850","105.850","105.850","0.00%"
"Jul 07, 2017","105.850","105.500","105.900","105.500","-0.09%"
"Jul 06, 2017","105.950","108.000","108.000","105.950","-1.94%"
"Jul 05, 2017","108.050","108.160","108.660","108.050","3.08%"
"Jul 04, 2017","104.825","104.835","104.835","104.825","-0.03%"
"Jul 03, 2017","104.860","104.860","104.860","104.860","0.00%"
"Jul 02, 2017","104.860","104.860","104.860","104.860","0.00%"
"Jul 01, 2017","104.860","104.860","104.860","104.860","0.00%"
"Jun 30, 2017","104.860","104.970","104.970","104.860","0.00%"
"Jun 29, 2017","104.860","104.860","104.860","104.780","0.01%"
"Jun 28, 2017","104.850","104.780","104.850","104.730","0.05%"
"Jun 27, 2017","104.800","104.820","104.820","104.800","-0.04%"
"Jun 26, 2017","104.840","104.820","104.870","104.770","-0.00%"
"Jun 25, 2017","104.845","104.845","104.845","104.845","0.00%"
"Jun 24, 2017","104.845","104.845","104.845","104.845","0.00%"
"Jun 23, 2017","104.845","104.785","104.845","104.785","0.04%"
"Jun 22, 2017","104.805","104.815","104.865","104.805","-0.02%"
"Jun 21, 2017","104.825","104.895","104.895","104.825","-0.02%"
"Jun 20, 2017","104.850","104.940","104.940","104.800","0.03%"
"Jun 19, 2017","104.815","104.955","104.955","104.815","0.04%"
"Jun 18, 2017","104.775","104.775","104.775","104.775","0.00%"
"Jun 17, 2017","104.775","104.775","104.775","104.775","-0.05%"
"Jun 16, 2017","104.830","104.810","104.830","104.810","0.01%"
"Jun 15, 2017","104.815","104.915","104.915","104.815","0.01%"
"Jun 14, 2017","104.805","104.865","104.865","104.805","-0.01%"
"Jun 13, 2017","104.815","104.925","104.925","104.815","0.11%"
"Jun 12, 2017","104.700","104.910","104.910","104.650","-0.10%"
"Jun 11, 2017","104.800","104.800","104.800","104.800","0.00%"
"Jun 10, 2017","104.800","104.800","104.800","104.800","0.00%"
"Jun 09, 2017","104.800","104.910","104.910","104.800","-0.04%"
"Jun 08, 2017","104.840","104.950","104.950","104.840","0.00%"
"Jun 07, 2017","104.840","104.910","104.910","104.840","-0.01%"
"Jun 06, 2017","104.850","104.600","104.860","104.600","0.11%"
"Jun 05, 2017","104.740","104.710","104.740","104.710","0.04%"
"Jun 04, 2017","104.700","104.700","104.700","104.700","0.00%"
"Jun 03, 2017","104.700","104.700","104.700","104.700","0.00%"
"Jun 02, 2017","104.700","104.900","104.910","104.700","-0.05%"
"Jun 01, 2017","104.755","104.845","104.965","104.755","-0.05%"
"May 31, 2017","104.810","104.930","104.930","104.810","-0.01%"
"May 30, 2017","104.825","104.925","104.925","104.815","0.02%"
"May 29, 2017","104.800","104.800","104.800","104.800","0.00%"
"May 28, 2017","104.800","104.800","104.800","104.800","0.00%"
"May 27, 2017","104.800","104.800","104.800","104.800","0.00%"
"May 26, 2017","104.800","104.910","104.910","104.800","0.01%"
"May 25, 2017","104.790","104.890","104.890","104.780","-0.05%"
"May 24, 2017","104.845","104.935","104.935","104.835","0.01%"
"May 23, 2017","104.835","104.935","104.935","104.835","0.01%"
"May 22, 2017","104.825","104.925","104.925","104.765","0.03%"
"May 21, 2017","104.795","104.795","104.795","104.795","0.00%"
"May 20, 2017","104.795","104.795","104.795","104.795","0.00%"
"May 19, 2017","104.795","104.855","104.905","104.795","-0.02%"
"May 18, 2017","104.815","104.795","104.855","104.795","-0.01%"
"May 17, 2017","104.825","104.825","104.825","104.825","-0.02%"
"May 16, 2017","104.850","104.950","104.950","104.850","0.05%"
"May 15, 2017","104.800","104.880","104.880","104.800","0.02%"
"May 14, 2017","104.775","104.775","104.775","104.775","0.00%"
"May 13, 2017","104.775","104.775","104.775","104.775","0.00%"
"May 12, 2017","104.775","104.865","104.865","104.775","0.07%"
"May 11, 2017","104.700","104.850","104.850","104.700","-0.10%"
"May 10, 2017","104.800","104.900","104.900","104.750","-0.08%"
"May 09, 2017","104.885","104.895","104.895","104.795","0.07%"
"May 08, 2017","104.815","104.915","104.915","104.805","0.06%"
"May 07, 2017","104.750","104.750","104.750","104.750","0.00%"
"May 06, 2017","104.750","104.750","104.750","104.750","0.00%"
"May 05, 2017","104.750","104.880","104.880","104.750","-0.05%"
"May 04, 2017","104.800","104.880","104.880","104.800","0.14%"
"May 03, 2017","104.650","104.750","104.870","104.650","-0.11%"
"May 02, 2017","104.760","104.840","104.840","104.600","0.06%"
"May 01, 2017","104.700","104.750","104.750","104.700","-0.02%"
"Apr 30, 2017","104.725","104.725","104.725","104.725","0.00%"
"Apr 29, 2017","104.725","104.725","104.725","104.725","0.00%"
"Apr 28, 2017","104.725","104.825","104.825","104.725","-0.02%"
"Apr 27, 2017","104.750","104.900","104.900","104.620","0.12%"
"Apr 26, 2017","104.625","104.675","104.675","104.575","-0.10%"
"Apr 25, 2017","104.725","104.775","104.825","104.725","-0.08%"
"Apr 24, 2017","104.805","104.805","104.805","104.805","0.00%"
"Apr 23, 2017","104.800","104.800","104.800","104.800","0.00%"
"Apr 22, 2017","104.800","104.800","104.900","104.800","0.00%"
"Apr 21, 2017","104.800","104.800","104.900","104.800","0.00%"
"Apr 20, 2017","104.795","104.795","104.795","104.695","-0.03%"
"Apr 19, 2017","104.830","104.950","105.020","104.830","0.00%"
"Apr 18, 2017","104.830","104.920","104.920","104.830","-0.04%"
"Apr 17, 2017","104.870","104.930","104.930","104.850","0.04%"
"Apr 16, 2017","104.825","104.825","104.825","104.825","0.00%"
"Apr 15, 2017","104.825","104.825","104.825","104.825","0.00%"
"Apr 14, 2017","104.825","104.895","104.895","104.775","-0.02%"
"Apr 13, 2017","104.845","104.965","104.965","104.845","0.04%"
"Apr 12, 2017","104.800","104.910","104.910","104.800","0.09%"
"Apr 11, 2017","104.705","104.835","104.835","104.705","-0.13%"
"Apr 10, 2017","104.840","104.940","104.940","104.830","0.02%"
"Apr 09, 2017","104.820","104.820","104.820","104.820","0.00%"
"Apr 08, 2017","104.820","104.820","104.820","104.820","0.00%"
"Apr 07, 2017","104.820","104.670","104.820","104.620","0.01%"
"Apr 06, 2017","104.810","104.910","104.910","104.760","0.11%"
"Apr 05, 2017","104.700","104.750","104.750","104.700","-0.10%"
"Apr 04, 2017","104.800","104.850","104.850","104.800","-0.01%"
"Apr 03, 2017","104.810","104.920","104.920","104.760","0.00%"
"Apr 02, 2017","104.810","104.810","104.810","104.810","0.00%"
"Apr 01, 2017","104.810","104.810","104.810","104.810","0.00%"
"Mar 31, 2017","104.810","104.910","104.910","104.800","0.00%"
"Mar 30, 2017","104.810","104.840","104.840","104.740","0.00%"
"Mar 29, 2017","104.810","104.950","104.950","104.810","0.00%"
"Mar 28, 2017","104.810","104.910","104.910","104.810","0.04%"
"Mar 27, 2017","104.765","104.915","104.915","104.765","0.01%"
"Mar 26, 2017","104.750","104.750","104.750","104.750","0.00%"
"Mar 25, 2017","104.750","104.750","104.750","104.750","0.00%"
"Mar 24, 2017","104.750","104.890","104.890","104.650","-0.01%"
"Mar 23, 2017","104.765","104.665","104.765","104.665","0.01%"
"Mar 22, 2017","104.750","104.840","104.950","104.740","-0.10%"
"Mar 21, 2017","104.850","104.850","104.850","104.850","0.01%"
"Mar 20, 2017","104.835","104.945","104.945","104.825","0.03%"
"Mar 19, 2017","104.800","104.800","104.800","104.800","0.00%"
"Mar 18, 2017","104.800","104.800","104.800","104.800","0.00%"
"Mar 17, 2017","104.800","104.910","104.910","104.750","0.05%"
"Mar 16, 2017","104.750","104.770","104.920","104.750","0.00%"
"Mar 15, 2017","104.750","104.860","104.920","104.750","-0.05%"
"Mar 14, 2017","104.800","104.800","104.910","104.800","0.00%"
"Mar 13, 2017","104.800","104.930","104.930","104.740","-0.01%"
"Mar 12, 2017","104.815","104.815","104.815","104.815","0.00%"
"Mar 11, 2017","104.815","104.815","104.815","104.815","0.00%"
"Mar 10, 2017","104.815","104.945","104.965","104.815","0.00%"
"Mar 09, 2017","104.815","104.805","104.955","104.805","0.01%"
"Mar 08, 2017","104.805","104.775","104.825","104.755","0.00%"
"Mar 07, 2017","104.800","104.940","104.940","104.770","0.02%"
"Mar 06, 2017","104.780","104.790","104.800","104.740","-0.00%"
"Mar 05, 2017","104.785","104.785","104.785","104.785","0.00%"
"Mar 04, 2017","104.785","104.785","104.785","104.785","0.00%"
"Mar 03, 2017","104.785","104.915","104.915","104.775","0.00%"
"Mar 02, 2017","104.785","104.775","104.925","104.725","0.00%"
"Mar 01, 2017","104.785","104.875","104.875","104.725","0.00%"
"Feb 28, 2017","104.785","104.785","104.925","104.785","-0.04%"
"Feb 27, 2017","104.825","104.875","104.875","104.775","0.00%"
"Feb 26, 2017","104.825","104.825","104.825","104.825","0.00%"
"Feb 25, 2017","104.825","104.825","104.825","104.825","0.00%"
"Feb 24, 2017","104.825","104.875","104.875","104.735","0.04%"
"Feb 23, 2017","104.785","104.875","104.875","104.775","0.00%"
"Feb 22, 2017","104.785","104.925","104.935","104.785","-0.01%"
"Feb 21, 2017","104.800","104.870","104.870","104.800","0.00%"
"Feb 20, 2017","104.800","104.800","104.800","104.800","0.00%"
"Feb 19, 2017","104.800","104.800","104.800","104.800","0.00%"
"Feb 18, 2017","104.800","104.800","104.800","104.800","0.00%"
"Feb 17, 2017","104.800","104.870","104.870","104.750","-0.05%"
"Feb 16, 2017","104.850","104.870","104.870","104.800","0.05%"
"Feb 15, 2017","104.800","104.850","104.860","104.800","0.00%"
"Feb 14, 2017","104.800","104.700","104.870","104.700","-0.01%"
"Feb 13, 2017","104.810","104.810","104.810","104.810","-0.04%"
"Feb 12, 2017","104.850","104.850","104.850","104.850","0.00%"
"Feb 11, 2017","104.850","104.850","104.850","104.850","0.00%"
"Feb 10, 2017","104.850","104.850","104.860","104.800","0.05%"
"Feb 09, 2017","104.800","104.700","104.860","104.690","0.03%"
"Feb 08, 2017","104.770","104.800","104.800","104.750","-0.08%"
"Feb 07, 2017","104.850","104.750","104.870","104.750","0.10%"
"Feb 06, 2017","104.750","104.900","104.900","104.750","0.05%"
"Feb 05, 2017","104.700","104.700","104.700","104.700","0.00%"
"Feb 04, 2017","104.700","104.700","104.700","104.700","0.00%"
"Feb 03, 2017","104.700","104.850","104.890","104.700","-0.10%"
"Feb 02, 2017","104.800","104.700","104.870","104.700","0.05%"
"Feb 01, 2017","104.750","104.890","104.890","104.750","0.00%"
"Jan 31, 2017","104.745","104.765","104.905","104.705","-0.00%"
"Jan 30, 2017","104.750","104.700","104.750","104.700","-0.05%"
"Jan 29, 2017","104.800","104.800","104.800","104.800","0.00%"
"Jan 28, 2017","104.800","104.800","104.800","104.800","0.00%"
"Jan 27, 2017","104.800","104.890","104.890","104.800","0.00%"
"Jan 26, 2017","104.800","104.890","104.890","104.800","-0.01%"
"Jan 25, 2017","104.815","104.775","104.925","104.775","0.00%"
"Jan 24, 2017","104.815","104.915","104.915","104.725","0.06%"
"Jan 23, 2017","104.755","104.945","104.945","104.755","-0.09%"
"Jan 22, 2017","104.850","104.850","104.850","104.850","0.00%"
"Jan 21, 2017","104.850","104.850","104.850","104.850","0.00%"
"Jan 20, 2017","104.850","104.880","104.880","104.800","0.00%"
"Jan 19, 2017","104.850","104.800","104.880","104.750","0.00%"
"Jan 18, 2017","104.850","104.880","104.880","104.800","0.04%"
"Jan 17, 2017","104.810","104.940","104.940","104.810","0.06%"
"Jan 16, 2017","104.750","104.750","104.750","104.750","-0.05%"
"Jan 15, 2017","104.800","104.800","104.800","104.800","0.00%"
"Jan 14, 2017","104.800","104.800","104.800","104.800","0.00%"
"Jan 13, 2017","104.800","104.880","104.880","104.800","0.00%"
"Jan 12, 2017","104.800","104.800","104.880","104.800","-0.01%"
"Jan 11, 2017","104.810","104.860","104.910","104.810","0.00%"
"Jan 10, 2017","104.810","104.910","104.910","104.810","0.01%"
"Jan 09, 2017","104.800","104.850","104.850","104.800","-0.08%"
"Jan 08, 2017","104.880","104.880","104.880","104.880","0.00%"
"Jan 07, 2017","104.880","104.880","104.880","104.880","0.00%"
"Jan 06, 2017","104.880","104.860","104.880","104.830","0.10%"
"Jan 05, 2017","104.775","104.805","104.805","104.775","-0.03%"
"Jan 04, 2017","104.805","104.805","104.805","104.805","0.01%"
"Jan 03, 2017","104.795","104.575","104.795","104.575","0.40%"
"Jan 02, 2017","104.375","104.375","104.375","104.375","0.00%"
"Jan 01, 2017","104.375","104.375","104.375","104.375","0.00%"
"Dec 31, 2016","104.375","104.375","104.375","104.375","0.00%"
"Dec 30, 2016","104.375","104.765","104.765","104.375","-0.38%"
"Dec 29, 2016","104.775","104.775","104.775","104.775","-0.05%"
"Dec 28, 2016","104.825","104.825","104.825","104.825","0.02%"
"Dec 27, 2016","104.800","104.800","104.800","104.800","0.00%"
"Dec 26, 2016","104.800","104.800","104.800","104.800","0.00%"
"Dec 25, 2016","104.800","104.800","104.800","104.800","0.00%"
"Dec 24, 2016","104.800","104.800","104.800","104.800","0.00%"
"Dec 23, 2016","104.800","104.850","104.850","104.800","0.00%"
"Dec 22, 2016","104.800","104.900","104.900","104.800","-0.05%"
"Dec 21, 2016","104.850","104.920","104.920","104.800","0.05%"
"Dec 20, 2016","104.800","104.900","104.900","104.800","0.00%"
"Dec 19, 2016","104.800","104.850","104.850","104.800","-0.05%"
"Dec 18, 2016","104.850","104.850","104.850","104.850","0.00%"
"Dec 17, 2016","104.850","104.850","104.850","104.850","0.00%"
"Dec 16, 2016","104.850","104.880","104.900","104.850","0.03%"
"Dec 15, 2016","104.820","104.900","104.900","104.800","0.02%"
"Dec 14, 2016","104.800","104.860","104.880","104.800","0.00%"
"Dec 13, 2016","104.800","104.850","104.870","104.800","0.10%"
"Dec 12, 2016","104.700","104.750","104.750","104.700","0.00%"
"Dec 11, 2016","104.700","104.700","104.700","104.700","0.00%"
"Dec 10, 2016","104.700","104.700","104.700","104.700","0.00%"
"Dec 09, 2016","104.700","104.870","104.870","104.700","-0.14%"
"Dec 08, 2016","104.850","104.840","104.850","104.800","0.05%"
"Dec 07, 2016","104.800","104.850","104.850","104.800","0.00%"
"Dec 06, 2016","104.800","104.600","104.850","104.600","0.00%"
"Dec 05, 2016","104.800","104.750","104.900","104.650","-0.05%"
"Dec 02, 2016","104.850","104.780","104.880","104.750","0.05%"
"Dec 01, 2016","104.800","104.750","104.850","104.700","-0.05%"
"Nov 30, 2016","104.850","104.700","104.850","104.700","-0.05%"
"Nov 29, 2016","104.900","104.800","104.900","104.700","0.10%"
"Nov 28, 2016","104.800","104.700","104.850","104.700","-0.02%"
"Nov 25, 2016","104.825","104.800","104.945","104.750","0.06%"
"Nov 24, 2016","104.765","104.780","104.805","104.740","-0.03%"
"Nov 23, 2016","104.800","104.800","104.900","104.700","-0.01%"
"Nov 22, 2016","104.810","104.700","104.810","104.700","0.01%"
"Nov 21, 2016","104.800","104.650","104.800","104.650","0.00%"
"Nov 18, 2016","104.800","104.650","104.800","104.650","0.02%"
"Nov 17, 2016","104.775","104.770","104.925","104.620","0.00%"
"Nov 16, 2016","104.775","104.710","104.875","104.620","-0.02%"
"Nov 15, 2016","104.800","104.700","104.810","104.700","0.12%"
"Nov 14, 2016","104.675","104.750","104.895","104.530","-0.02%"
"Nov 11, 2016","104.695","104.670","104.695","104.670","-0.00%"
"Nov 10, 2016","104.700","104.640","104.740","104.600","0.02%"
"Nov 09, 2016","104.675","104.630","104.775","104.500","0.06%"
"Nov 08, 2016","104.610","104.650","104.760","104.500","-0.11%"
"Nov 07, 2016","104.730","104.680","104.810","104.620","0.00%"
"Nov 05, 2016","104.730","104.620","104.730","104.620","0.00%"
"Nov 04, 2016","104.730","104.710","104.820","104.620","0.00%"
"Nov 03, 2016","104.730","104.750","104.880","104.620","0.00%"
"Nov 02, 2016","104.730","104.700","105.000","104.630","0.00%"
"Nov 01, 2016","104.730","104.760","104.860","104.630","-0.04%"
"Oct 31, 2016","104.775","104.780","104.855","104.700","0.08%"
"Oct 29, 2016","104.695","104.580","104.695","104.580","0.00%"
"Oct 28, 2016","104.695","104.750","104.915","104.580","-0.07%"
"Oct 27, 2016","104.765","104.690","104.775","104.690","0.04%"
"Oct 26, 2016","104.725","104.720","104.835","104.610","-0.01%"
"Oct 25, 2016","104.740","104.750","104.980","104.660","0.01%"
"Oct 24, 2016","104.730","104.760","104.850","104.640","0.00%"
"Oct 22, 2016","104.730","104.640","104.730","104.640","0.00%"
"Oct 21, 2016","104.730","104.650","104.840","104.570","0.04%"
"Oct 20, 2016","104.690","104.670","104.820","104.570","-0.01%"
"Oct 19, 2016","104.700","104.600","104.730","104.580","0.04%"
"Oct 18, 2016","104.660","104.650","104.860","104.550","-0.14%"
"Oct 17, 2016","104.805","104.680","104.845","104.680","0.17%"
"Oct 15, 2016","104.625","104.480","104.625","104.480","0.00%"
"Oct 14, 2016","104.625","104.680","104.825","104.480","-0.03%"
"Oct 13, 2016","104.655","104.650","104.755","104.550","0.13%"
"Oct 12, 2016","104.515","104.450","104.605","104.360","0.00%"
"Oct 11, 2016","104.515","104.450","104.615","104.360","-0.06%"
"Oct 10, 2016","104.575","104.550","104.575","104.500","-0.17%"
"Oct 08, 2016","104.750","104.650","104.750","104.650","0.00%"
"Oct 07, 2016","104.750","104.550","104.750","104.550","0.22%"
"Oct 06, 2016","104.520","104.460","104.620","104.360","-0.03%"
"Oct 05, 2016","104.550","104.500","104.600","104.450","-0.05%"
"Oct 04, 2016","104.600","104.490","104.680","104.450","0.09%"
"Oct 03, 2016","104.505","104.350","104.595","104.350","0.00%"
"Oct 01, 2016","104.505","104.350","104.505","104.350","0.00%"
"Sep 30, 2016","104.505","104.500","104.785","104.350","-0.47%"
"Sep 29, 2016","105.000","104.600","105.000","104.500","0.24%"
"Sep 28, 2016","104.750","104.650","104.990","104.550","-0.03%"
"Sep 27, 2016","104.785","104.710","104.835","104.600","0.04%"
"Sep 26, 2016","104.745","104.760","104.845","104.650","-0.06%"
"Sep 24, 2016","104.810","104.710","104.810","104.710","0.00%"
"Sep 23, 2016","104.810","104.760","104.860","104.620","0.07%"
"Sep 22, 2016","104.735","104.700","104.865","104.600","0.05%"
"Sep 21, 2016","104.680","104.550","104.830","104.430","0.13%"
"Sep 20, 2016","104.540","104.550","104.660","104.400","0.03%"
"Sep 19, 2016","104.510","104.570","104.710","104.370","0.00%"
"Sep 17, 2016","104.510","104.370","104.510","104.370","0.00%"
"Sep 16, 2016","104.510","104.550","104.690","104.370","-0.04%"
"Sep 15, 2016","104.555","104.450","104.655","104.290","0.14%"
"Sep 14, 2016","104.405","104.200","104.405","104.120","0.11%"
"Sep 13, 2016","104.295","104.210","104.335","104.170","0.02%"
"Sep 12, 2016","104.270","104.200","104.350","104.120","-0.03%"
"Sep 10, 2016","104.300","104.200","104.300","104.200","0.00%"
"Sep 09, 2016","104.300","104.150","104.450","104.150","-0.12%"
"Sep 08, 2016","104.425","104.320","104.465","104.200","-0.13%"
"Sep 07, 2016","104.560","104.450","104.710","104.350","0.00%"
"Sep 06, 2016","104.560","104.500","104.710","104.280","0.20%"
"Sep 05, 2016","104.350","104.340","104.440","104.220","-0.02%"
"Sep 03, 2016","104.375","104.280","104.375","104.280","0.00%"
"Sep 02, 2016","104.375","104.500","104.595","104.280","-0.22%"
"Sep 01, 2016","104.605","104.620","104.755","104.450","-0.11%"
"Aug 31, 2016","104.725","104.750","104.805","104.690","-0.06%"
"Aug 30, 2016","104.790","104.780","104.910","104.660","-0.00%"
"Aug 29, 2016","104.795","104.620","104.795","104.620","0.02%"
"Aug 27, 2016","104.770","104.620","104.770","104.620","0.00%"
"Aug 26, 2016","104.770","104.700","104.860","104.620","-0.03%"
"Aug 25, 2016","104.800","104.700","104.880","104.700","-0.09%"
"Aug 24, 2016","104.895","104.710","104.895","104.600","0.04%"
"Aug 23, 2016","104.850","104.750","104.890","104.740","0.05%"
"Aug 22, 2016","104.800","104.720","104.870","104.700","0.08%"
"Aug 20, 2016","104.715","104.600","104.715","104.600","0.01%"
"Aug 19, 2016","104.700","104.630","104.730","104.600","-0.05%"
"Aug 18, 2016","104.750","104.650","104.760","104.600","0.00%"
"Aug 17, 2016","104.750","104.620","104.750","104.600","0.07%"
"Aug 16, 2016","104.675","104.650","104.775","104.550","-0.02%"
"Aug 15, 2016","104.700","104.620","104.750","104.570","-0.01%"
"Aug 13, 2016","104.710","104.610","104.710","104.610","0.00%"
"Aug 12, 2016","104.710","104.620","104.780","104.600","0.10%"
"Aug 11, 2016","104.610","104.500","104.710","104.450","0.00%"
"Aug 10, 2016","104.610","104.500","104.770","104.450","0.01%"
"Aug 09, 2016","104.600","104.510","104.650","104.500","0.00%"
"Aug 08, 2016","104.600","104.600","104.700","104.400","0.05%"
"Aug 06, 2016","104.550","104.500","104.550","104.500","0.00%"
"Aug 05, 2016","104.550","104.550","104.600","104.500","0.04%"
"Aug 04, 2016","104.510","104.350","104.510","104.250","-0.04%"
"Aug 03, 2016","104.550","104.600","104.900","104.400","-0.22%"
"Aug 02, 2016","104.780","104.790","104.920","104.600","0.08%"
"Aug 01, 2016","104.700","104.690","104.850","104.600","-0.11%"
"Jul 30, 2016","104.815","104.710","104.815","104.710","0.00%"
"Jul 29, 2016","104.815","104.700","104.905","104.700","-0.01%"
"Jul 28, 2016","104.825","104.750","104.895","104.680","-0.02%"
"Jul 27, 2016","104.850","104.810","104.910","104.750","0.10%"
"Jul 26, 2016","104.750","104.650","104.800","104.600","-0.05%"
"Jul 25, 2016","104.805","104.820","104.975","104.400","0.05%"
"Jul 23, 2016","104.755","104.600","104.755","104.600","0.00%"
"Jul 22, 2016","104.755","104.750","104.955","104.600","-0.04%"
"Jul 21, 2016","104.800","104.780","104.900","104.700","-0.01%"
"Jul 20, 2016","104.810","104.780","104.910","104.700","-0.01%"
"Jul 19, 2016","104.825","104.800","104.825","104.800","0.00%"
"Jul 18, 2016","104.825","104.800","104.825","104.800","0.07%"
"Jul 16, 2016","104.750","104.600","104.750","104.600","0.00%"
"Jul 15, 2016","104.750","104.600","104.750","104.550","-0.05%"
"Jul 14, 2016","104.805","104.790","104.965","104.650","0.05%"
"Jul 13, 2016","104.750","104.800","104.950","104.600","-0.09%"
"Jul 12, 2016","104.840","104.770","104.980","104.650","-0.02%"
"Jul 11, 2016","104.865","104.820","104.995","104.720","0.11%"
"Jul 09, 2016","104.750","104.650","104.750","104.650","0.05%"
"Jul 08, 2016","104.700","104.600","104.700","104.550","-0.03%"
"Jul 07, 2016","104.730","104.600","104.730","104.550","0.00%"
"Jul 06, 2016","104.730","104.600","104.730","104.550","0.03%"
"Jul 05, 2016","104.700","104.600","104.750","104.600","-0.05%"
"Jul 04, 2016","104.750","104.600","104.750","104.600","0.00%"
"Jul 02, 2016","104.750","104.600","104.750","104.600","0.00%"
"Jul 01, 2016","104.750","104.600","104.760","104.600","0.02%"
"Jun 30, 2016","104.730","104.600","104.780","104.600","-0.02%"
"Jun 29, 2016","104.750","104.550","104.880","104.550","0.09%"
"Jun 28, 2016","104.655","104.720","104.875","104.500","-0.04%"
"Jun 27, 2016","104.700","104.780","104.880","104.600","-0.10%"
"Jun 25, 2016","104.800","104.690","104.800","104.690","0.00%"
"Jun 24, 2016","104.800","104.770","104.880","104.690","0.05%"
"Jun 23, 2016","104.750","104.730","104.780","104.570","0.04%"
"Jun 22, 2016","104.705","104.680","104.785","104.570","-0.01%"
"Jun 21, 2016","104.720","104.650","104.860","104.570","0.00%"
"Jun 20, 2016","104.720","104.740","104.840","104.600","0.02%"
"Jun 18, 2016","104.700","104.650","104.700","104.650","0.03%"
"Jun 17, 2016","104.665","104.650","104.815","104.550","0.06%"
"Jun 16, 2016","104.600","104.500","104.800","104.450","0.07%"
"Jun 15, 2016","104.525","104.600","104.675","104.400","-0.17%"
"Jun 14, 2016","104.700","104.640","104.790","104.550","0.13%"
"Jun 13, 2016","104.560","104.910","105.060","104.280","0.43%"
"Jun 11, 2016","104.110","104.010","104.110","104.010","0.00%"
"Jun 10, 2016","104.110","104.230","104.330","104.000","-0.23%"
"Jun 09, 2016","104.350","104.440","104.590","104.150","-0.25%"
"Jun 08, 2016","104.615","104.500","104.685","104.400","0.01%"
"Jun 07, 2016","104.600","104.500","104.610","104.500","-0.05%"
"Jun 06, 2016","104.650","104.630","104.780","104.400","-0.07%"
"Jun 04, 2016","104.720","104.580","104.720","104.580","0.00%"
"Jun 03, 2016","104.720","104.680","104.820","104.550","0.00%"
"Jun 02, 2016","104.720","104.680","104.820","104.500","-0.08%"
"Jun 01, 2016","104.805","104.770","104.875","104.600","-0.01%"
"May 31, 2016","104.815","104.800","104.945","104.720","-0.01%"
"May 30, 2016","104.825","104.800","104.825","104.800","0.07%"
"May 28, 2016","104.750","104.600","104.750","104.600","0.00%"
"May 27, 2016","104.750","104.780","104.930","104.550","-0.05%"
"May 26, 2016","104.800","104.750","104.870","104.620","0.10%"
"May 25, 2016","104.700","104.760","104.910","104.550","-0.02%"
"May 24, 2016","104.725","104.850","104.955","104.600","-0.01%"
"May 23, 2016","104.735","104.820","104.945","104.610","-0.03%"
"May 21, 2016","104.765","104.670","104.765","104.670","0.00%"
"May 20, 2016","104.765","104.600","104.905","104.600","0.00%"
"May 19, 2016","104.760","104.650","104.880","104.600","0.05%"
"May 18, 2016","104.705","104.700","104.825","104.500","-0.00%"
"May 17, 2016","104.710","104.710","104.870","104.550","0.00%"
"May 16, 2016","104.710","104.680","104.840","104.550","0.03%"
"May 14, 2016","104.675","104.600","104.675","104.600","0.00%"
"May 13, 2016","104.675","104.550","104.725","104.550","0.02%"
