"Date","Price","Open","High","Low","Change %"
"Apr 25, 2015","101.855","101.750","101.855","101.750","0.00%"
"Apr 24, 2015","101.855","101.620","101.855","101.550","0.11%"
"Apr 23, 2015","101.745","101.500","101.755","101.490","0.07%"
"Apr 22, 2015","101.670","101.500","101.700","101.450","0.00%"
"Apr 21, 2015","101.670","101.800","101.930","101.450","-0.25%"
"Apr 20, 2015","101.920","101.580","101.930","101.490","0.07%"
"Apr 18, 2015","101.845","101.690","101.845","101.690","0.00%"
"Apr 17, 2015","101.845","101.420","101.905","101.420","0.20%"
"Apr 16, 2015","101.645","101.650","101.805","101.450","-0.25%"
"Apr 15, 2015","101.900","101.650","101.950","101.520","0.20%"
"Apr 14, 2015","101.695","101.810","101.915","101.490","-0.20%"
"Apr 13, 2015","101.895","101.790","102.005","101.790","0.00%"
"Apr 11, 2015","101.895","101.790","101.895","101.790","0.00%"
"Apr 10, 2015","101.895","101.880","101.985","101.750","-0.03%"
"Apr 09, 2015","101.925","101.890","101.975","101.860","0.03%"
"Apr 08, 2015","101.895","101.870","102.025","101.790","0.00%"
"Apr 07, 2015","101.895","101.900","102.005","101.790","0.00%"
"Apr 06, 2015","101.895","101.880","102.025","101.790","-0.00%"
"Apr 04, 2015","101.900","101.800","101.900","101.800","0.00%"
"Apr 03, 2015","101.900","101.830","102.000","101.790","-0.02%"
"Apr 02, 2015","101.920","101.800","101.930","101.790","0.05%"
"Apr 01, 2015","101.870","101.860","102.070","101.690","-0.03%"
"Mar 31, 2015","101.905","101.900","102.075","101.750","0.01%"
"Mar 30, 2015","101.895","101.880","101.985","101.790","0.02%"
"Mar 28, 2015","101.875","101.850","101.875","101.850","0.00%"
"Mar 27, 2015","101.875","101.920","101.945","101.820","-0.12%"
"Mar 26, 2015","101.995","101.950","102.125","101.890","0.00%"
"Mar 25, 2015","101.995","101.850","102.105","101.850","0.15%"
"Mar 24, 2015","101.845","102.000","102.105","101.790","0.05%"
"Mar 23, 2015","101.795","101.800","101.905","101.690","-0.10%"
"Mar 21, 2015","101.895","101.790","101.895","101.790","0.00%"
"Mar 20, 2015","101.895","102.120","102.245","101.690","0.02%"
"Mar 19, 2015","101.870","101.830","102.120","101.740","0.06%"
"Mar 18, 2015","101.805","101.680","102.025","101.650","-0.04%"
"Mar 17, 2015","101.845","101.600","101.865","101.600","0.05%"
"Mar 16, 2015","101.795","101.750","101.855","101.680","-0.05%"
"Mar 14, 2015","101.845","101.690","101.845","101.690","0.00%"
"Mar 13, 2015","101.845","101.700","101.955","101.650","0.00%"
"Mar 12, 2015","101.845","101.800","101.955","101.590","-0.08%"
"Mar 11, 2015","101.930","101.730","101.930","101.690","0.00%"
"Mar 10, 2015","101.925","101.680","101.925","101.600","0.03%"
"Mar 09, 2015","101.895","101.650","101.905","101.460","0.14%"
"Mar 07, 2015","101.750","101.650","101.750","101.650","0.00%"
"Mar 06, 2015","101.750","101.800","101.900","101.650","-0.15%"
"Mar 05, 2015","101.900","101.800","101.950","101.700","0.00%"
"Mar 04, 2015","101.900","101.850","102.050","101.800","-0.05%"
"Mar 03, 2015","101.950","101.800","102.000","101.790","0.05%"
"Mar 02, 2015","101.900","101.750","101.980","101.750","0.05%"
"Feb 28, 2015","101.850","101.750","101.850","101.750","0.00%"
"Feb 27, 2015","101.850","101.750","101.950","101.700","0.00%"
"Feb 26, 2015","101.850","101.780","102.000","101.690","0.05%"
"Feb 25, 2015","101.800","101.750","102.050","101.650","-0.05%"
"Feb 24, 2015","101.850","101.550","101.930","101.550","0.20%"
"Feb 23, 2015","101.650","101.600","101.800","101.500","-0.05%"
"Feb 21, 2015","101.700","101.600","101.700","101.600","0.00%"
"Feb 20, 2015","101.700","101.500","101.870","101.500","0.10%"
"Feb 19, 2015","101.600","101.300","101.760","101.300","0.15%"
"Feb 18, 2015","101.450","101.250","101.670","101.250","0.10%"
"Feb 17, 2015","101.350","101.300","101.600","101.250","-0.05%"
"Feb 16, 2015","101.400","101.350","101.540","101.300","0.05%"
"Feb 14, 2015","101.350","101.200","101.350","101.200","-0.10%"
"Feb 13, 2015","101.450","101.300","101.550","101.100","0.05%"
"Feb 12, 2015","101.400","101.280","101.470","101.100","0.02%"
"Feb 11, 2015","101.380","101.000","101.550","101.000","0.28%"
"Feb 10, 2015","101.100","101.000","101.450","100.900","0.00%"
"Feb 09, 2015","101.100","101.100","101.280","101.000","-0.10%"
"Feb 07, 2015","101.200","101.100","101.200","101.100","0.00%"
"Feb 06, 2015","101.200","100.950","101.290","100.950","0.15%"
"Feb 05, 2015","101.050","101.000","101.100","100.850","-0.05%"
"Feb 04, 2015","101.100","101.050","101.250","101.000","-0.05%"
"Feb 03, 2015","101.150","101.200","101.400","100.800","-0.34%"
"Feb 02, 2015","101.500","101.000","101.570","100.980","0.40%"
"Jan 31, 2015","101.100","101.000","101.100","101.000","0.00%"
"Jan 30, 2015","101.100","101.000","101.340","100.900","0.00%"
"Jan 29, 2015","101.100","100.800","101.200","100.800","0.20%"
"Jan 28, 2015","100.900","100.850","101.050","100.770","0.02%"
"Jan 27, 2015","100.875","100.950","101.075","100.750","-0.07%"
"Jan 26, 2015","100.950","100.550","101.250","100.550","0.30%"
"Jan 24, 2015","100.650","100.550","100.650","100.550","0.00%"
"Jan 23, 2015","100.650","100.500","101.000","100.500","0.05%"
"Jan 22, 2015","100.600","100.690","100.850","100.500","-0.15%"
"Jan 21, 2015","100.750","100.650","100.820","100.600","0.05%"
"Jan 20, 2015","100.700","100.790","100.890","100.600","-0.10%"
"Jan 19, 2015","100.800","100.450","100.850","100.450","0.25%"
"Jan 17, 2015","100.550","100.450","100.550","100.450","0.00%"
"Jan 16, 2015","100.550","100.450","100.950","100.450","-0.10%"
"Jan 15, 2015","100.650","100.500","100.910","100.450","0.05%"
"Jan 14, 2015","100.600","100.550","100.760","100.500","-0.05%"
"Jan 13, 2015","100.650","100.550","100.650","100.450","0.00%"
"Jan 12, 2015","100.650","100.500","100.830","100.500","0.05%"
"Jan 10, 2015","100.600","100.500","100.600","100.500","0.00%"
"Jan 09, 2015","100.600","100.600","100.880","100.500","-0.10%"
"Jan 08, 2015","100.700","100.750","100.860","100.600","-0.22%"
"Jan 07, 2015","100.925","100.850","100.975","100.700","-0.02%"
"Jan 06, 2015","100.950","100.850","101.050","100.740","0.00%"
"Jan 05, 2015","100.950","100.850","100.970","100.600","0.00%"
"Jan 03, 2015","100.950","100.850","100.950","100.850","0.00%"
"Jan 02, 2015","100.950","100.850","100.950","100.650","0.00%"
"Jan 01, 2015","100.950","100.850","100.950","100.850","0.15%"
"Dec 31, 2014","100.800","100.900","101.050","100.300","-0.20%"
"Dec 30, 2014","101.000","101.000","101.100","100.550","-0.10%"
"Dec 29, 2014","101.100","100.350","101.250","100.350","0.65%"
"Dec 27, 2014","100.450","100.350","100.450","100.350","0.00%"
"Dec 26, 2014","100.450","100.550","100.850","100.350","-0.05%"
"Dec 25, 2014","100.500","100.400","100.500","100.300","0.00%"
"Dec 24, 2014","100.500","100.450","100.690","100.400","-0.05%"
"Dec 23, 2014","100.550","100.500","100.700","100.400","-0.05%"
"Dec 22, 2014","100.600","100.350","100.740","100.350","1.16%"
"Dec 20, 2014","99.450","99.330","99.450","99.330","-1.00%"
"Dec 19, 2014","100.450","100.400","100.700","99.300","-0.05%"
"Dec 18, 2014","100.500","100.350","100.550","100.200","0.05%"
"Dec 17, 2014","100.450","100.350","100.800","100.350","-0.05%"
"Dec 16, 2014","100.500","100.250","100.710","100.250","0.15%"
"Dec 15, 2014","100.350","100.250","100.430","100.180","-0.20%"
"Dec 13, 2014","100.550","100.450","100.550","100.450","0.20%"
"Dec 12, 2014","100.350","100.850","100.950","100.250","-0.59%"
"Dec 11, 2014","100.950","100.950","101.050","100.500","-0.10%"
"Dec 10, 2014","101.050","101.050","101.160","100.650","-0.10%"
"Dec 09, 2014","101.150","101.250","101.350","100.950","-0.20%"
"Dec 08, 2014","101.350","101.350","101.500","100.980","-0.10%"
"Dec 06, 2014","101.450","101.350","101.450","101.350","0.00%"
"Dec 05, 2014","101.450","101.400","101.600","101.220","-0.05%"
"Dec 04, 2014","101.500","101.450","101.770","101.350","-0.05%"
"Dec 03, 2014","101.550","101.500","101.800","101.450","-0.05%"
"Dec 02, 2014","101.600","101.750","101.880","101.500","-0.25%"
"Dec 01, 2014","101.850","101.700","102.170","101.700","0.05%"
"Nov 29, 2014","101.800","101.700","101.800","101.700","0.00%"
"Nov 28, 2014","101.800","101.700","101.970","101.650","0.00%"
"Nov 27, 2014","101.800","101.700","101.800","101.540","0.00%"
"Nov 26, 2014","101.800","101.700","101.840","101.600","0.00%"
"Nov 25, 2014","101.800","101.450","101.900","101.450","0.25%"
"Nov 24, 2014","101.550","101.500","101.750","101.450","-0.05%"
"Nov 22, 2014","101.600","101.500","101.600","101.500","0.00%"
"Nov 21, 2014","101.600","101.500","101.720","101.400","0.00%"
"Nov 20, 2014","101.600","101.550","101.700","101.250","-0.05%"
"Nov 19, 2014","101.650","101.550","101.800","101.500","0.00%"
"Nov 18, 2014","101.650","101.700","101.850","101.550","-0.15%"
"Nov 17, 2014","101.800","101.550","102.280","101.550","0.15%"
"Nov 15, 2014","101.650","101.550","101.650","101.550","0.00%"
"Nov 14, 2014","101.650","101.550","101.820","101.550","0.00%"
"Nov 13, 2014","101.650","101.600","101.790","101.550","-0.05%"
"Nov 12, 2014","101.700","101.550","101.860","101.550","0.05%"
"Nov 11, 2014","101.650","101.700","101.800","101.450","-0.15%"
"Nov 10, 2014","101.800","102.300","102.700","101.450","-0.59%"
"Nov 08, 2014","102.400","102.300","102.400","102.300","0.00%"
"Nov 07, 2014","102.400","102.400","102.550","101.950","-0.10%"
"Nov 06, 2014","102.500","102.800","102.900","102.250","-0.39%"
"Nov 05, 2014","102.900","102.500","103.040","102.450","0.29%"
"Nov 04, 2014","102.600","102.650","102.750","102.500","-0.15%"
"Nov 03, 2014","102.750","102.700","102.800","102.650","0.00%"
"Nov 01, 2014","102.750","102.600","102.750","102.600","0.00%"
"Oct 31, 2014","102.750","102.850","103.000","102.600","-0.19%"
"Oct 30, 2014","102.950","102.950","103.220","102.850","-0.10%"
"Oct 29, 2014","103.050","102.950","103.350","102.950","0.00%"
"Oct 28, 2014","103.050","102.850","103.100","102.850","0.10%"
"Oct 27, 2014","102.950","102.850","103.170","102.800","-0.05%"
"Oct 25, 2014","103.000","102.900","103.000","102.900","0.00%"
"Oct 24, 2014","103.000","102.750","103.100","102.750","0.10%"
"Oct 23, 2014","102.900","102.900","103.050","102.750","-0.10%"
"Oct 22, 2014","103.000","102.850","103.040","102.800","0.05%"
"Oct 21, 2014","102.950","102.900","103.010","102.800","-0.05%"
"Oct 20, 2014","103.000","102.650","103.130","102.650","0.24%"
"Oct 18, 2014","102.750","102.650","102.750","102.650","0.00%"
"Oct 17, 2014","102.750","102.750","102.950","102.650","-0.10%"
"Oct 16, 2014","102.850","102.850","102.990","102.400","-0.10%"
"Oct 15, 2014","102.950","102.880","103.070","102.800","-0.03%"
"Oct 14, 2014","102.980","102.700","103.010","102.700","0.18%"
"Oct 13, 2014","102.800","102.700","102.900","102.650","0.00%"
"Oct 11, 2014","102.800","102.700","102.800","102.700","0.00%"
"Oct 10, 2014","102.800","102.650","102.870","102.650","0.05%"
"Oct 09, 2014","102.750","102.400","102.900","102.400","0.24%"
"Oct 08, 2014","102.500","102.400","102.500","102.400","0.00%"
"Oct 07, 2014","102.500","102.400","102.500","102.300","0.00%"
"Oct 06, 2014","102.500","102.400","102.600","102.400","0.00%"
"Oct 04, 2014","102.500","102.400","102.500","102.400","0.00%"
"Oct 03, 2014","102.500","102.500","102.630","102.400","-0.10%"
"Oct 02, 2014","102.600","102.550","102.650","102.400","-0.05%"
"Oct 01, 2014","102.650","102.500","102.740","102.500","0.05%"
"Sep 30, 2014","102.600","102.550","102.700","102.500","-0.12%"
"Sep 29, 2014","102.720","102.550","102.800","102.450","0.02%"
"Sep 27, 2014","102.700","102.600","102.700","102.600","0.00%"
"Sep 26, 2014","102.700","102.550","102.870","102.550","-0.05%"
"Sep 25, 2014","102.750","102.650","102.830","102.550","0.00%"
"Sep 24, 2014","102.750","102.600","102.830","102.600","0.05%"
"Sep 23, 2014","102.700","102.650","102.800","102.600","-0.05%"
"Sep 22, 2014","102.750","102.580","102.860","102.580","0.07%"
"Sep 20, 2014","102.680","102.580","102.680","102.580","0.13%"
"Sep 19, 2014","102.550","102.650","102.900","102.400","-0.19%"
"Sep 18, 2014","102.750","102.650","102.820","102.500","0.00%"
"Sep 17, 2014","102.750","102.650","102.780","102.550","0.00%"
"Sep 16, 2014","102.750","102.700","102.900","102.650","-0.24%"
"Sep 15, 2014","103.000","102.100","103.050","102.100","0.78%"
"Sep 13, 2014","102.200","102.100","102.200","102.100","0.00%"
"Sep 12, 2014","102.200","102.200","102.650","102.100","-0.10%"
"Sep 11, 2014","102.300","101.900","102.450","101.900","0.29%"
"Sep 10, 2014","102.000","101.950","102.150","101.900","-0.05%"
"Sep 09, 2014","102.050","101.900","102.250","101.900","0.05%"
"Sep 08, 2014","102.000","101.950","102.080","101.900","-0.05%"
"Sep 06, 2014","102.050","101.950","102.050","101.950","0.00%"
"Sep 05, 2014","102.050","102.000","102.250","101.950","-0.05%"
"Sep 04, 2014","102.100","102.150","102.350","101.800","-0.15%"
"Sep 03, 2014","102.250","102.050","102.550","102.050","0.10%"
"Sep 02, 2014","102.150","102.250","102.450","102.050","-0.20%"
"Sep 01, 2014","102.350","101.000","102.400","101.000","0.49%"
"Aug 30, 2014","101.850","101.750","101.850","101.750","0.00%"
"Aug 29, 2014","101.850","101.950","102.050","101.500","-0.20%"
"Aug 28, 2014","102.050","100.950","102.300","100.950","0.99%"
"Aug 27, 2014","101.050","101.850","101.950","100.900","-0.88%"
"Aug 26, 2014","101.950","102.400","102.750","101.750","0.84%"
"Aug 25, 2014","101.100","101.000","101.100","101.000","0.00%"
"Aug 23, 2014","101.100","101.000","101.100","101.000","0.00%"
"Aug 22, 2014","101.100","100.900","101.300","100.900","0.10%"
"Aug 21, 2014","101.000","101.100","101.250","100.800","-0.20%"
"Aug 20, 2014","101.200","100.300","101.250","100.300","0.80%"
"Aug 19, 2014","100.400","99.780","100.450","99.780","0.52%"
"Aug 18, 2014","99.880","99.850","99.950","99.780","-0.07%"
"Aug 16, 2014","99.950","99.850","99.950","99.850","0.00%"
"Aug 15, 2014","99.950","99.500","100.000","99.500","0.37%"
"Aug 14, 2014","99.580","99.550","99.650","99.300","-0.07%"
"Aug 13, 2014","99.650","99.100","99.990","99.100","0.45%"
"Aug 12, 2014","99.200","98.880","99.250","98.880","0.22%"
"Aug 11, 2014","98.980","98.750","99.250","98.750","0.13%"
"Aug 09, 2014","98.850","98.750","98.850","98.750","0.00%"
"Aug 08, 2014","98.850","98.700","98.870","98.700","0.05%"
"Aug 07, 2014","98.800","98.680","98.850","98.680","-0.05%"
"Aug 06, 2014","98.850","98.750","98.950","98.680","0.00%"
"Aug 05, 2014","98.850","98.700","98.930","98.700","0.00%"
"Aug 04, 2014","98.850","98.650","98.850","98.650","0.10%"
"Aug 02, 2014","98.750","98.650","98.750","98.650","0.00%"
"Aug 01, 2014","98.750","98.680","98.780","98.600","-0.03%"
"Jul 31, 2014","98.780","98.700","98.800","98.680","-0.02%"
"Jul 30, 2014","98.800","98.700","98.800","98.600","0.00%"
"Jul 29, 2014","98.800","98.730","98.830","98.700","-0.03%"
"Jul 28, 2014","98.830","98.630","98.900","98.630","0.10%"
"Jul 26, 2014","98.730","98.630","98.730","98.630","0.00%"
"Jul 25, 2014","98.730","98.480","98.850","98.480","0.15%"
"Jul 24, 2014","98.580","98.600","98.800","98.480","-0.12%"
"Jul 23, 2014","98.700","98.710","98.830","98.500","-0.10%"
"Jul 22, 2014","98.800","98.730","98.880","98.700","-0.03%"
"Jul 21, 2014","98.830","98.700","98.950","98.650","0.03%"
"Jul 19, 2014","98.800","98.700","98.800","98.700","0.00%"
"Jul 18, 2014","98.800","98.550","98.950","98.550","0.15%"
"Jul 17, 2014","98.650","98.680","98.780","98.550","-0.13%"
"Jul 16, 2014","98.780","98.650","98.870","98.600","0.03%"
"Jul 15, 2014","98.750","98.750","98.890","98.650","-0.10%"
"Jul 14, 2014","98.850","98.550","98.870","98.550","0.15%"
"Jul 12, 2014","98.700","98.600","98.700","98.600","0.05%"
"Jul 11, 2014","98.650","98.550","98.700","98.550","0.00%"
"Jul 10, 2014","98.650","98.700","98.800","98.550","-0.15%"
"Jul 09, 2014","98.800","98.700","98.940","98.600","0.00%"
"Jul 08, 2014","98.800","98.700","98.920","98.700","0.00%"
"Jul 07, 2014","98.800","98.600","98.940","98.600","0.13%"
"Jul 05, 2014","98.675","98.650","98.675","98.650","0.00%"
"Jul 04, 2014","98.675","98.450","98.775","98.450","0.13%"
"Jul 03, 2014","98.550","98.480","98.700","98.450","-0.03%"
"Jul 02, 2014","98.580","98.550","98.780","98.400","-0.07%"
"Jul 01, 2014","98.650","98.580","98.680","98.500","-0.03%"
"Jun 30, 2014","98.680","98.600","98.830","98.580","-0.02%"
"Jun 28, 2014","98.700","98.600","98.700","98.600","0.00%"
"Jun 27, 2014","98.700","98.650","98.870","98.500","-0.05%"
"Jun 26, 2014","98.750","98.680","98.920","98.500","0.00%"
"Jun 25, 2014","98.750","98.500","98.850","98.500","0.15%"
"Jun 24, 2014","98.600","98.250","98.750","98.250","0.25%"
"Jun 23, 2014","98.350","98.330","98.800","98.250","-0.08%"
"Jun 21, 2014","98.430","98.330","98.430","98.330","0.05%"
"Jun 20, 2014","98.380","98.180","98.450","98.180","0.10%"
"Jun 19, 2014","98.280","98.300","98.440","98.150","-0.12%"
"Jun 18, 2014","98.400","98.300","98.450","98.200","0.00%"
"Jun 17, 2014","98.400","98.500","98.680","98.300","-0.20%"
"Jun 16, 2014","98.600","98.200","98.700","98.200","0.31%"
"Jun 14, 2014","98.300","98.200","98.300","98.200","0.00%"
"Jun 13, 2014","98.300","98.350","98.450","98.180","-0.15%"
"Jun 12, 2014","98.450","98.450","98.600","98.350","-0.10%"
"Jun 11, 2014","98.550","98.500","98.650","98.450","-0.05%"
"Jun 10, 2014","98.600","98.550","98.680","98.460","-0.05%"
"Jun 09, 2014","98.650","98.480","98.700","98.480","0.07%"
"Jun 07, 2014","98.580","98.480","98.580","98.480","0.00%"
"Jun 06, 2014","98.580","98.450","98.650","98.300","0.03%"
"Jun 05, 2014","98.550","98.350","98.650","98.350","0.10%"
"Jun 04, 2014","98.450","98.500","98.640","98.350","-0.15%"
"Jun 03, 2014","98.600","98.500","98.730","98.450","0.00%"
"Jun 02, 2014","98.600","98.550","98.750","98.400","-0.08%"
"May 31, 2014","98.680","98.580","98.680","98.580","-0.02%"
"May 30, 2014","98.700","98.630","98.800","98.580","-0.03%"
"May 29, 2014","98.730","98.650","98.800","98.630","-0.02%"
"May 28, 2014","98.750","98.550","98.860","98.500","0.10%"
"May 27, 2014","98.650","98.780","98.880","98.550","-0.23%"
"May 26, 2014","98.880","98.760","98.900","98.760","-0.02%"
"May 24, 2014","98.900","98.800","98.900","98.800","0.05%"
"May 23, 2014","98.850","98.750","98.930","98.750","0.00%"
"May 22, 2014","98.850","98.700","98.920","98.600","0.05%"
"May 21, 2014","98.800","98.750","98.920","98.700","-0.05%"
"May 20, 2014","98.850","98.500","98.900","98.500","0.25%"
"May 19, 2014","98.600","98.400","98.680","98.400","0.10%"
"May 17, 2014","98.500","98.400","98.500","98.400","0.00%"
"May 16, 2014","98.500","98.500","98.720","98.050","-0.15%"
"May 15, 2014","98.650","98.600","98.770","98.500","-0.05%"
"May 14, 2014","98.700","98.600","98.760","98.520","0.00%"
"May 13, 2014","98.700","98.430","98.960","98.400","0.17%"
"May 12, 2014","98.530","98.450","98.800","98.400","-0.02%"
"May 10, 2014","98.550","98.450","98.550","98.450","0.00%"
"May 09, 2014","98.550","98.480","98.680","98.450","-0.03%"
"May 08, 2014","98.580","98.200","98.700","98.200","0.28%"
"May 07, 2014","98.300","98.500","98.620","98.100","-0.41%"
"May 06, 2014","98.700","98.780","98.930","98.500","-0.18%"
"May 05, 2014","98.880","98.750","98.950","98.750","0.03%"
"May 03, 2014","98.850","98.750","98.850","98.750","0.00%"
"May 02, 2014","98.850","98.550","98.880","98.420","0.20%"
"May 01, 2014","98.650","98.550","98.650","98.550","0.00%"
"Apr 30, 2014","98.650","98.330","98.800","98.330","0.25%"
"Apr 29, 2014","98.400","98.000","98.550","98.000","0.31%"
"Apr 28, 2014","98.100","98.000","98.170","98.000","0.00%"
"Apr 26, 2014","98.100","98.000","98.100","98.000","0.00%"
"Apr 25, 2014","98.100","97.880","98.120","97.880","0.12%"
"Apr 24, 2014","97.980","97.750","98.110","97.750","0.13%"
"Apr 23, 2014","97.850","98.000","98.100","97.750","-0.25%"
"Apr 22, 2014","98.100","97.440","98.150","97.440","0.57%"
"Apr 21, 2014","97.540","97.480","97.750","97.400","-0.04%"
"Apr 19, 2014","97.580","97.480","97.580","97.480","0.00%"
"Apr 18, 2014","97.580","96.580","97.600","96.500","0.93%"
"Apr 17, 2014","96.680","96.380","96.780","96.100","0.21%"
"Apr 16, 2014","96.480","95.880","96.650","95.880","0.52%"
"Apr 15, 2014","95.980","95.930","96.260","95.700","-0.05%"
"Apr 14, 2014","96.030","96.320","96.420","95.930","-0.40%"
"Apr 12, 2014","96.420","96.320","96.420","96.320","0.00%"
"Apr 11, 2014","96.420","97.150","97.250","96.000","-0.85%"
"Apr 10, 2014","97.250","97.780","97.880","97.000","-0.64%"
"Apr 09, 2014","97.880","98.000","98.120","97.600","-0.22%"
"Apr 08, 2014","98.100","98.000","98.240","98.000","-0.05%"
"Apr 07, 2014","98.150","98.050","98.270","98.050","0.00%"
"Apr 05, 2014","98.150","98.050","98.150","98.050","0.00%"
"Apr 04, 2014","98.150","98.030","98.200","98.000","0.02%"
"Apr 03, 2014","98.130","98.050","98.250","98.000","-0.02%"
"Apr 02, 2014","98.150","98.100","98.300","98.050","-0.05%"
"Apr 01, 2014","98.200","98.100","98.350","98.050","-0.10%"
"Mar 31, 2014","98.300","97.970","98.520","97.850","0.23%"
"Mar 29, 2014","98.070","97.970","98.070","97.970","0.00%"
"Mar 28, 2014","98.070","97.820","98.100","97.820","0.15%"
"Mar 27, 2014","97.920","97.870","98.000","97.700","-0.05%"
"Mar 26, 2014","97.970","97.800","98.000","97.800","0.07%"
"Mar 25, 2014","97.900","97.700","97.970","97.700","0.10%"
"Mar 24, 2014","97.800","97.980","98.080","97.600","-0.29%"
"Mar 22, 2014","98.080","97.980","98.080","97.980","0.00%"
"Mar 21, 2014","98.080","98.000","98.280","97.850","-0.02%"
"Mar 20, 2014","98.100","98.080","98.200","97.900","-0.08%"
"Mar 19, 2014","98.180","98.880","98.980","98.080","-0.81%"
"Mar 18, 2014","98.980","99.080","99.250","98.850","-0.20%"
"Mar 17, 2014","99.180","99.300","99.400","98.730","-0.22%"
"Mar 15, 2014","99.400","99.300","99.400","99.300","0.03%"
"Mar 14, 2014","99.375","98.770","99.625","98.770","0.51%"
"Mar 13, 2014","98.870","97.780","99.000","97.780","1.04%"
"Mar 12, 2014","97.850","99.450","99.600","97.700","-1.71%"
"Mar 11, 2014","99.550","100.800","100.900","99.450","-1.34%"
"Mar 10, 2014","100.900","102.700","102.800","100.800","-1.85%"
"Mar 08, 2014","102.800","102.700","102.800","102.700","-0.06%"
"Mar 07, 2014","102.860","103.400","103.650","102.700","-0.62%"
"Mar 06, 2014","103.500","104.250","104.350","103.400","-0.81%"
"Mar 05, 2014","104.350","104.780","104.880","104.200","-0.48%"
"Mar 04, 2014","104.850","104.800","104.970","104.750","-0.10%"
"Mar 03, 2014","104.950","104.800","105.080","104.800","0.05%"
"Mar 01, 2014","104.900","104.800","104.900","104.800","0.00%"
"Feb 28, 2014","104.900","104.850","105.000","104.800","-0.05%"
"Feb 27, 2014","104.950","104.900","105.000","104.850","-0.05%"
"Feb 26, 2014","105.000","104.970","105.120","104.860","0.00%"
"Feb 25, 2014","105.000","104.900","105.130","104.800","0.00%"
"Feb 24, 2014","105.000","104.880","105.070","104.800","0.02%"
"Feb 22, 2014","104.980","104.880","104.980","104.880","0.00%"
"Feb 21, 2014","104.980","104.750","105.010","104.600","0.03%"
"Feb 20, 2014","104.950","104.800","105.060","104.750","-0.03%"
"Feb 19, 2014","104.980","104.800","105.010","104.800","0.10%"
"Feb 18, 2014","104.875","104.800","105.075","104.750","-0.02%"
"Feb 17, 2014","104.900","104.750","105.010","104.750","0.05%"
"Feb 15, 2014","104.850","104.750","104.850","104.750","0.00%"
"Feb 14, 2014","104.850","104.800","105.190","104.700","-0.05%"
"Feb 13, 2014","104.900","105.150","105.350","104.800","-0.33%"
"Feb 12, 2014","105.250","105.280","105.460","105.100","-0.12%"
"Feb 11, 2014","105.380","105.350","105.490","105.280","-0.07%"
"Feb 10, 2014","105.450","105.300","105.500","105.150","0.05%"
"Feb 08, 2014","105.400","105.300","105.400","105.300","0.00%"
"Feb 07, 2014","105.400","105.280","105.510","105.250","0.02%"
"Feb 06, 2014","105.380","105.250","105.500","105.250","0.03%"
"Feb 05, 2014","105.350","105.350","105.560","105.250","-0.09%"
"Feb 04, 2014","105.450","105.400","105.630","105.300","-0.05%"
"Feb 03, 2014","105.500","105.350","105.620","105.350","-0.02%"
"Feb 01, 2014","105.520","105.470","105.520","105.470","0.00%"
"Jan 31, 2014","105.520","105.350","105.550","105.350","0.07%"
"Jan 30, 2014","105.450","105.250","105.550","105.250","0.09%"
"Jan 29, 2014","105.350","105.250","105.450","105.250","0.00%"
"Jan 28, 2014","105.350","105.550","105.650","105.250","-0.28%"
"Jan 27, 2014","105.650","105.350","105.680","105.350","0.19%"
"Jan 25, 2014","105.450","105.350","105.450","105.350","0.00%"
"Jan 24, 2014","105.450","105.300","105.610","105.250","0.05%"
"Jan 23, 2014","105.400","105.300","105.470","105.300","-0.05%"
"Jan 22, 2014","105.450","105.400","105.520","105.300","-0.05%"
"Jan 21, 2014","105.500","105.450","105.570","105.400","-0.05%"
"Jan 20, 2014","105.550","105.200","105.570","105.200","0.24%"
"Jan 18, 2014","105.300","105.200","105.300","105.200","0.00%"
"Jan 17, 2014","105.300","105.350","105.550","105.200","-0.14%"
"Jan 16, 2014","105.450","105.300","105.580","105.250","0.05%"
"Jan 15, 2014","105.400","105.200","105.650","105.200","0.09%"
"Jan 14, 2014","105.300","105.280","105.900","105.200","-0.08%"
"Jan 13, 2014","105.380","105.300","105.680","105.280","-0.11%"
"Jan 11, 2014","105.500","105.400","105.500","105.400","0.00%"
"Jan 10, 2014","105.500","105.420","105.600","105.400","-0.02%"
"Jan 09, 2014","105.520","105.400","105.610","105.390","0.01%"
"Jan 08, 2014","105.510","105.400","105.640","105.400","0.01%"
"Jan 07, 2014","105.500","105.350","105.690","105.320","0.05%"
"Jan 06, 2014","105.450","105.000","105.600","105.000","0.33%"
"Jan 04, 2014","105.100","105.000","105.100","105.000","-0.10%"
"Jan 03, 2014","105.200","105.400","105.630","105.000","-0.29%"
"Jan 02, 2014","105.510","105.500","105.630","105.330","-0.09%"
"Jan 01, 2014","105.600","105.500","105.600","105.500","0.24%"
"Dec 31, 2013","105.350","105.550","105.780","105.160","-0.28%"
"Dec 30, 2013","105.650","105.400","105.700","105.400","0.14%"
"Dec 28, 2013","105.500","105.400","105.500","105.400","0.00%"
"Dec 27, 2013","105.500","105.450","105.590","105.400","-0.05%"
"Dec 26, 2013","105.550","105.160","105.650","105.000","0.43%"
"Dec 25, 2013","105.100","105.000","105.100","105.000","0.00%"
"Dec 24, 2013","105.100","105.750","106.000","105.000","-0.71%"
"Dec 23, 2013","105.850","106.100","106.300","105.750","-0.33%"
